0,23762.162,26487.6,238.3156651035807,265.7074022531574
1,23508.44,27400.2,235.76565732759107,274.879393211134
2,22804.148,26853.2,228.68723982146886,269.3818269874772
3,23655.18,28072.6,237.24045314687234,281.6372785027299
4,24835.05,27317.0,249.09861815335125,274.0432003472548
5,23074.85,26179.6,231.40790377937753,262.61188018085016
6,24328.8,27044.2,244.01060364440946,271.3014525310444
7,23689.625999999997,27731.2,237.5866492482218,278.20607387221787
8,24602.746,27928.6,246.7638703111969,280.1900217330872
9,25139.681999999993,28808.2,252.1602911051114,289.03034813917816
10,24444.334000000003,26521.8,245.17176648457564,266.05112579989947
11,22550.386000000002,25044.4,226.13682953383724,251.20266906514854
12,22555.394,26134.8,226.18716195187122,262.16162241385877
13,23155.491999999995,26859.2,232.2183882786932,269.4421293612925
14,23695.196,25808.2,237.64262997972054,258.8791628025194
15,20680.684,23869.2,207.34556679972835,239.39143986113595
16,22644.726,24279.8,227.08498454002418,243.51813406849604
17,21681.841999999997,24464.6,217.40761147338426,245.37544787570337
18,22560.468,24117.6,226.23815769644432,241.88795923783061
19,21800.059999999998,23507.0,218.59575023445822,235.75118475017493
20,21941.47,23904.6,220.0169779401333,239.7472240304422
21,22257.456,24154.6,223.19276489666,242.25982403071694
22,20811.273999999998,22307.8,208.65804951300902,223.69874241393435
23,20868.264000000003,23065.2,209.23082222043675,231.31091740142944
24,21279.54,23277.6,213.36431323627642,233.44562271252028
25,21271.906,23757.2,213.2875884365861,238.26579501629578
26,21123.93,22195.8,211.80036952231194,222.5730972062886
27,21928.748,23416.2,219.88911669557916,234.8386083326938
28,22082.03,23380.0,221.42966275448654,234.47478380931335
29,22269.016,23975.4,223.30894756242975,240.45879236210604
30,21821.539999999997,23495.8,218.81163292704986,235.6386202590224
31,21869.89,23049.2,219.29756998936952,231.15011097124787
32,21233.841999999997,22906.0,212.9050297788849,229.7108933974498
33,22000.32,24667.0,220.60844423301,247.4096486445592
34,22774.616,23889.4,228.39043133635363,239.59445794673104
35,21603.246,22617.0,216.6176898342862,226.80632707224018
36,21647.239999999998,22419.6,217.05984735807564,224.82237751234422
37,21002.656,22856.4,210.58151651177167,229.21239344566627
38,21170.041999999998,23259.2,212.26381386125533,233.26069532572004
39,21142.464,23051.2,211.98664375482232,231.17021177504947
40,22603.138,24302.4,226.6670083881212,243.74527309791213
41,22187.808,24574.6,222.49277437929612,246.48099178048378
42,22829.902,24375.8,228.94607788461428,244.48297241734485
43,21996.256,23248.2,220.5675993902124,233.15014090937325
44,22293.21,23698.6,223.5521070264597,237.67684154342973
45,22914.840000000004,25655.0,229.79973895282802,257.33944195136195
46,23680.698,25730.6,237.49691927129064,258.0992519840913
